title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
Somerset Place Apartments - Bachelor available at 1030 South Par,1780,2024-03-02T00:11:09.000Z,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/somerset-place-apartments-bachelor-available-at-1030-south-par/1684053352,Kijiji User,Professional,0,1 Year,Yes,,500,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No
Park Victoria Apartments - 2 Bdrm available at 1333 South Park S,2695,2024-03-02T00:11:09.000Z,"1333 South Park Street, Halifax, NS, B3J 2K9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/park-victoria-apartments-2-bdrm-available-at-1333-south-park-s/1684053329,Kijiji User,Professional,0,1 Year,Yes,01-Apr-24,830,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
OFFICE SPACE TO LEASE SPRING GARDEN ROAD,,2024-03-02T00:10:57.000Z,"5657 Spring Garden Road, Halifax, NS, B3J 1H1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-to-lease-spring-garden-road/1605164347,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
OFFICE SPACE TO LEASE ON SPRING GARDEN ROAD,,2024-03-02T00:10:57.000Z,"5675 Spring Garden Road, Halifax, NS, B3J 1H1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-to-lease-on-spring-garden-road/1605164368,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ROOM FOR RENT AVAILABLE APRIL 1st,975,2024-03-01T21:36:34.000Z,"Halifax, NS B3L 4R3",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-available-april-1st/1665213573,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Park Victoria Apartments - 1 Bdrm available at 1333 South Park S,2110,2024-03-01T21:36:00.000Z,"1333 South Park Street, Halifax, NS, B3J 2K9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/park-victoria-apartments-1-bdrm-available-at-1333-south-park-s/1687001289,Kijiji User,Professional,0,1 Year,Yes,,614,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
"Spring Garden - 1 Bdrm available at 5770 Spring Garden Road, Hal",2080,2024-03-01T21:30:00.000Z,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-1-bdrm-available-at-5770-spring-garden-road-hal/1687001293,Kijiji User,Professional,0,1 Year,Yes,,743,No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Open House - Beautiful 2 Bedroom + Den **Farview**,2200,2024-03-01T21:13:15.000Z,"Adelaide Avenue, Halifax, NS",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-beautiful-2-bedroom-den-farview/1687002562,Kijiji User,Owner,1,1 Year,No,01-Mar-24,"1,000",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
19 Twenty Apartments - 1 Bdrm available at 1920 Brunswick Street,2200,2024-03-01T21:06:00.000Z,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-1-bdrm-available-at-1920-brunswick-street/1687001290,Kijiji User,Professional,0,1 Year,Yes,01-Aug-24,700,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1 bed 1 bath in 2 bed 2 bath,1300,2024-03-01T20:13:42.000Z,"6433 Young St, Halifax, NS B3L 2A4",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-in-2-bed-2-bath/1686994880,Kijiji User,Owner,0,Month-to-month,Yes,03-Mar-24,"1,000",No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 bedroom on Dalhousie University available May-August,930,2024-03-01T17:23:15.000Z,"Seymour Street, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-on-dalhousie-university-available-may-august/1686972401,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Subletting room from May-August ,950,2024-03-01T17:01:09.000Z,"Vernon St, Halifax, NS, B3H 3M7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/subletting-room-from-may-august/1686969473,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"May-Aug Sublet, 1 bedroom close to Dal.",900,2024-03-01T16:24:48.000Z,"Halifax, NS B3H 3J2",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/may-aug-sublet-1-bedroom-close-to-dal/1686964750,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Roommate Wanted: Seeking Female Professional for 2 Bed 2/ 1 Bath,2000,2024-03-01T15:37:26.000Z,"Halifax, NS B3H 2Y9",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-wanted:-seeking-female-professional-for-2-bed-2-1-bath/1686958777,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Parking Spot 1233 Queen street,100,2024-03-01T15:02:12.000Z,"1233 Queen St, Halifax, NS B3J 2H3",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/parking-spot-1233-queen-street/1686954442,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Roommate for March 1st,900,2024-03-01T15:01:16.000Z,"6228 Duncan St, Halifax, NS B3L 1K3",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-for-march-1st/1686954327,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2bed apartment lease takeover/lease transfer,2075,2024-03-01T13:00:59.000Z,"36 Kelly St, Halifax, NS B3N 1W2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2bed-apartment-lease-takeover-lease-transfer/1686940479,Kijiji User,Owner,1,1 Year,No,01-Apr-24,950,No,Yes,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom - May 1st - Armdale,1590,2024-03-01T11:38:33.000Z,"16 Keating Road, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-may-1st-armdale/1686933933,Kijiji User,Owner,1,1 Year,Limited,01-May-24,600,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
Private room for rent,850,2024-03-01T06:26:39.000Z,"Oxford St, Halifax, NS B3H 3Y8",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/private-room-for-rent/1686917699,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Apartment for Rent (May-Aug),918,2024-03-01T04:12:22.000Z,"Halifax, NS B3K",Duplex/Triplex,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-for-rent-may-aug/1686910351,Kijiji User,Owner,0,Month-to-month,No,01-May-24,500,Yes,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
Flex Commercial and Office Space in Downtown Halifax,,2024-03-01T00:09:30.000Z,"1800 Argyle Street, Halifax, NS, B3J 2V9",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/flex-commercial-and-office-space-in-downtown-halifax/1556076156,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Downtown Underground Secure Parking AVAIL. NOW - Parking 444RENT,207,2024-03-01T00:09:29.000Z,"1535 Dresden Row, Halifax, NS, B3J 3T1",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/downtown-underground-secure-parking-avail-now-parking-444rent/1576502281,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Stonecrest Village - 1 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",1895,2024-03-01T00:09:24.000Z,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stonecrest-village-1-bdrm-79-81-radcliffe-drive-80-85-90/1681441698,Kijiji User,Professional,0,1 Year,Yes,,780,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
"Ocean Brook Apartments - 2 Bdrm available at 40 Charlotte Lane, ",2385,2024-03-01T00:09:24.000Z,"40 Charlotte Lane, Halifax, NS, B3M 4M2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-brook-apartments-2-bdrm-available-at-40-charlotte-lane/1681441733,Kijiji User,Professional,0,1 Year,Yes,,"1,470",No,No,No,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"Spring Garden - 2 Bdrm available at 5770 Spring Garden Road, Hal",2630,2024-03-01T00:09:24.000Z,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-2-bdrm-available-at-5770-spring-garden-road-hal/1681441715,Kijiji User,Professional,0,1 Year,Yes,,"1,005",No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
"Ocean Brook Apartments - 1 Bdrm available at 40 Charlotte Lane, ",1985,2024-03-01T00:09:23.000Z,"40 Charlotte Lane, Halifax, NS, B3M 4M2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-brook-apartments-1-bdrm-available-at-40-charlotte-lane/1681441587,Kijiji User,Professional,0,1 Year,Yes,,900,No,No,No,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
Large One Bedroom Fairview ,1675,2024-02-29T23:56:11.000Z,"37 Main Ave, Halifax, NS B3M 1A2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-one-bedroom-fairview/1686889618,Kijiji User,Owner,1,1 Year,No,01-Mar-24,750,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 bed 1 bath apartment,1881,2024-02-29T21:46:31.000Z,"B3H 1T2, Canada",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/2-bed-1-bath-apartment/1686863395,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Private bedroom for rent ,1100,2024-02-29T21:36:22.000Z,"1333 South Park St, Halifax, NS B3J 2K9",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-bedroom-for-rent/1686876083,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room for rent,995,2024-02-29T21:21:01.000Z,"6221 Jubilee Rd, Halifax, B3H 2G3",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/room-for-rent/1686874308,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
FEMALE ROOMMATE WANTED!!,1250,2024-02-29T19:22:13.000Z,"Dalhousie University, 1404 Seymour St, Halifax, NS B3H 3M6",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/female-roommate-wanted/1686861286,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room is available in sharing for one girl,550,2024-02-29T18:14:05.000Z,"165 Roxbury Crescent, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-is-available-in-sharing-for-one-girl/1686853469,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bed 2 Bath Condo with Parking,2500,2024-02-29T16:59:26.000Z,"Quingate Pl, Halifax, NS B3L 4S1",Condo,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-condo-with-parking/1686844401,Kijiji User,Professional,1,1 Year,Limited,01-Jun-24,"1,050",No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Cozy 3-BR House with Garage - Beechville, Sheppards Ru",2900,2024-02-29T16:22:44.000Z,"Beechville, NS B3T 2G7",House,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cozy-3-br-house-with-garage-beechville-sheppards-ru/1686840252,Kijiji User,Owner,3+,1 Year,Limited,01-Apr-24,"3,200",Yes,No,No,,,,,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"2 bedroom, 1 bath on Agricola Street - July 1",2200,2024-02-29T14:30:07.000Z,"2440 Agricola Street, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-1-bath-on-agricola-street-july-1/1686826593,Kijiji User,Owner,0,1 Year,Limited,01-Jun-24,600,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Bachelor/Studio Apartment on Agricola - May 1,1800,2024-02-29T13:47:34.000Z,"2440 Agricola Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-studio-apartment-on-agricola-may-1/1686822766,Kijiji User,Owner,0,1 Year,Limited,01-May-24,508,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2BR 2Bath Luxury Ocean View Condo,3000,2024-02-29T07:05:43.000Z,"Granville St, Halifax, NS B3J 1X1",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2br-2bath-luxury-ocean-view-condo/1686805190,Kijiji User,Owner,0,1 Year,No,01-Mar-24,743,No,Yes,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Rental Listing,1000,2024-02-29T02:53:59.000Z,"Poplar Street, Halifax, NS",,4,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/rental-listing/1686791491,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"The Macdonald - 1 Bdrm available at 5885 Cunard Street, Halifax ",2095,2024-02-29T00:09:16.000Z,"5885 Cunard Street, Halifax, NS, B3K 1E3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-macdonald-1-bdrm-available-at-5885-cunard-street-halifax/1679027552,Kijiji User,Professional,0,1 Year,Yes,,760,No,No,No,,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
"Cunard Apartments - 1 Bdrm available at 2065 Brunswick Street, H",1950,2024-02-29T00:08:40.000Z,"2065 Brunswick Street, Halifax, NS, B3K 5T8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cunard-apartments-1-bdrm-available-at-2065-brunswick-street-h/1678985008,Kijiji User,Professional,0,Month-to-month,Yes,,572,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
1 master bedroom with private washroom,1200,2024-02-28T23:50:04.000Z,"Parkland Dr, Halifax, NS, B3S1N7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-master-bedroom-with-private-washroom/1686778088,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Downtown Halifax Fully Furnished Two Bedroom Heritage Rental,,2024-02-28T22:09:27.000Z,"Morris Street, Halifax, NS",Duplex/Triplex,2 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-fully-furnished-two-bedroom-heritage-rental/1665957639,Kijiji User,Owner,1,Month-to-month,Limited,01-Jul-24,"1,100",Yes,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
BRIGHT/1BR 2ndFLFlat/CLS2DAL/CLS2DWNTN/JUNE1st/$1600INCL,1600,2024-02-28T20:24:37.000Z,"Carlton Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-1br-2ndflflat-cls2dal-cls2dwntn-june1st-1600incl/1686757458,Kijiji User,Owner,0,1 Year,No,01-Jun-24,400,No,No,No,,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
"One bedroom one living room for rental in Halifax, Downtown",1850,2024-02-28T17:38:44.000Z,"Halifax, NS B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-one-living-room-for-rental-in-halifax-downtown/1686738773,Kijiji User,Owner,0,1 Year,Yes,31-Mar-24,50,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
Commercial Space Lease,,2024-02-28T17:38:40.000Z,"5487 Inglis St, Halifax, NS B3H 1J6",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-lease/1686738768,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One bedroom suite in private home - summer only,1600,2024-02-28T16:14:19.000Z,"Halifax, NS B3L 1Z5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/one-bedroom-suite-in-private-home-summer-only/1686729239,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 Bedroom House for Sublet May-August 2024,975,2024-02-28T16:00:43.000Z,"Larch Street, Halifax, NS",,4,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/4-bedroom-house-for-sublet-may-august-2024/1686727706,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TWO BEDROOM W/OFFICE SOUTH END HALIFAX,2995,2024-02-28T15:47:35.000Z,"Shirley Street, Halifax, NS",,2 + Den,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/two-bedroom-w-office-south-end-halifax/1681771946,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
RETAIL / RESTAURANT SPACE FOR LEASE SPRING GARDEN ROAD,,2024-02-28T15:12:01.000Z,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/retail-restaurant-space-for-lease-spring-garden-road/1626751717,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Available Now, 1 bedroom with Separate Lounge And Kitchenette",1800,2024-02-28T11:11:49.000Z,"Halifax, NS B3K",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/available-now-1-bedroom-with-separate-lounge-and-kitchenette/1686700723,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 BEDROOM 1 BATHROOM FAIRVIEW APARTMENT EVERYTHING INCLUDED,1875,2024-02-28T11:10:16.000Z,"Halifax, NS B3M",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-fairview-apartment-everything-included/1671849440,Kijiji User,Owner,1,1 Year,No,01-Mar-24,900,No,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
Downtown Halifax 2 Bedroom 1 Bath Apartment Sublet,2300,2024-02-28T03:29:06.000Z,"Fenwick Street, Halifax, NS",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/downtown-halifax-2-bedroom-1-bath-apartment-sublet/1686684019,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Large Room for Rent,995,2024-02-28T01:45:47.000Z,"6261 Jubilee Rd, Halifax, NS B3H 2G4",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/large-room-for-rent/1686675927,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room for rent from may 1st,995,2024-02-28T00:45:33.000Z,"6261 Jubilee Road, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-from-may-1st/1686670652,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"The Macdonald - 2 Bdrm available at 5885 Cunard Street, Halifax ",2495,2024-02-28T00:08:46.000Z,"5885 Cunard Street, Halifax, NS, B3K 1E3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-macdonald-2-bdrm-available-at-5885-cunard-street-halifax/1670698633,Kijiji User,Professional,0,1 Year,Yes,,961,No,No,No,,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Commercial Space Downtown Halifax for January 2024,,2024-02-28T00:08:43.000Z,"1484 Carlton Street, Halifax, NS, B3H 3B7",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-downtown-halifax-for-january-2024/1678919034,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Fully Furnished Apartment in HALIFAX,3450,2024-02-28T00:08:29.000Z,"1595 Barrington St, Halifax, NS B3J 1Z7, Halifax, NS, B3J 1Z7",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-bedroom-fully-furnished-apartment-in-halifax/1649220584,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Stonecrest Village - 2 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",2360,2024-02-28T00:08:15.000Z,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stonecrest-village-2-bdrm-79-81-radcliffe-drive-80-85-90/1670650374,Kijiji User,Professional,0,1 Year,Yes,,"1,350",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
Room available for rent / sublet (May-August) on Dal campus,1100,2024-02-27T22:39:55.000Z,"Jubilee Rd, Halifax, NS B3H 2E9",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-available-for-rent-sublet-may-august-on-dal-campus/1686659014,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room for Rent in Spryfield,1100,2024-02-27T21:13:10.000Z,"River Road, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-in-spryfield/1686650414,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Bachelor Apartment ,1650,2024-02-27T20:30:23.000Z,"Cedar St, Halifax, NS B3H",Basement,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-apartment/1686645919,Kijiji User,Owner,0,1 Year,Limited,01-Apr-24,600,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South End 1-Bedroom Apartment Available May 1,2050,2024-02-27T19:15:38.000Z,"Tobin Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-1-bedroom-apartment-available-may-1/1686638335,Kijiji User,Owner,0,Month-to-month,No,01-May-24,550,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
3bd-1bath-2story Renovated home with backyard 20 mins HRM,2300,2024-02-27T18:36:37.000Z,"John Brackett Drive, Herring Cove, NS",House,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3bd-1bath-2story-renovated-home-with-backyard-20-mins-hrm/1686633985,Kijiji User,Owner,3+,1 Year,Yes,01-Mar-24,"1,200",No,Yes,Outdoors only,,,,,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No
3-bed sublet May-September,2700,2024-02-27T17:35:37.000Z,"Halifax, NS B3L 1P5",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-bed-sublet-may-september/1686627198,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"halifax studio sublet5-8 near dal, smu",1250,2024-02-27T17:14:18.000Z,"1271 Church St, Halifax, NS B3J 3L3",,Bachelor/Studio,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/halifax-studio-sublet5-8-near-dal-smu/1686624894,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Single furnished room with a view,895,2024-02-27T13:41:44.000Z,"Halifax, NS B3H 1R1",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/single-furnished-room-with-a-view/1681244741,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
