,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
503,"Cozy, quiet 2 Bedroom Flat Available June 1st",22500.0,2024-03-07 13:03:55+00:00,"Halifax, NS B3N 2M8",Basement,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cozy-quiet-2-bedroom-flat-available-june-1st/1687531723,Owner,1.0,1 Year,No,2024-06-01 00:00:00.000000000,900.0,False,False,outdoors only,True,False,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False
504,Apartment for rent ,16000.0,2024-03-07 12:49:49+00:00,"Halifax, NS, B3H 3M5",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1682222736,Owner,1.0,Month-to-month,No,2024-04-01 00:00:00.000000000,300.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
505,Seeking Tenant for 2 Story Condo/Townhouse in Sackville,10000.0,2024-03-07 12:03:56+00:00,"Bedford, NS B4A 3Y8",Townhouse,3.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seeking-tenant-for-2-story-condo-townhouse-in-sackville/1687528517,Owner,1.0,Month-to-month,Limited,2024-04-01 00:00:00.000000000,2000.0,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False
506,Furnished room with wifi for sublet from April 15 to May 15,8000.0,2024-03-07 11:54:27+00:00,"Abbey Road, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-room-with-wifi-for-sublet-from-april-15-to-may-15/1687527951,Owner,0.0,1 Year,Limited,2024-04-06 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,"Private Room for rent $900.00 for rent May 1, (female only)",9000.0,2024-03-07 11:33:00+00:00,"Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-900-00-for-rent-may-1-female-only/1687527388,Private seller,0.0,1 Year,Limited,2024-04-11 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508,Private Room for rent $1200.00 per month June 1st (female only ,12000.0,2024-03-07 11:25:17+00:00,"604 Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-1200-00-per-month-june-1st-female-only/1687527138,Private seller,0.0,1 Year,Limited,2024-04-16 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
509,Private Room for rent $1250.00 per month (female only),12500.0,2024-03-07 11:15:41+00:00,"604 Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-1250-00-per-month-female-only/1687526297,Private seller,0.0,1 Year,Limited,2024-04-21 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,Private Room for rent $1050.00 per month (female only),10500.0,2024-03-07 11:05:54+00:00,"604 Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-1050-00-per-month-female-only/1687525588,Private seller,0.0,1 Year,Limited,2024-04-26 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511,【For Rent】Fully Furnished Nice 1 Bed Condo Near Dalhousie Univer,22000.0,2024-03-07 02:28:41+00:00,"Coburg Road, Halifax, NS",Condo,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-rent-fully-furnished-nice-1-bed-condo-near-dalhousie-univer/1687505874,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00.000000000,2110.0,True,False,outdoors only,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
512,Two bedroom unit available in housing co-operative on June 1,8460.0,2024-03-07 01:15:44+00:00,"Halifax, NS B3K 4N2",Duplex/Triplex,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-unit-available-in-housing-co-operative-on-june-1/1687501113,Owner,0.0,1 Year,Limited,2024-06-01 00:00:00.000000000,900.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
513,Fully furnished 3 Bedroom sublet (May 1 -Aug 31),9550.0,2024-03-07 01:02:16+00:00,"Barrington St, Halifax, NS B3H 2P9",Apartment,3.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/fully-furnished-3-bedroom-sublet-may-1-aug-31/1687500153,Owner,0.0,1 Year,Limited,2024-05-01 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514,"22-142 Furnished home near Quinpool Rd, all incl! SHORT TERM",39000.0,2024-03-07 00:18:00+00:00,"Second Street, Halifax, NS, B3L 1G3",Apartment,3.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/22-142-furnished-home-near-quinpool-rd-all-incl-short-term/1687496171,Professional,0.0,1 Year,Limited,2024-03-31 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515,Charming Country Retreat with Modern Comforts!,20000.0,2024-03-07 00:09:59+00:00,"586 Pockwock Road, Upper Hammonds Plains, NS, B2N 1N2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-country-retreat-with-modern-comforts/1684535137,Professional,1.0,1 Year,Yes,2024-03-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False
516,One bedroom available in 2 bedroom space (read description),9750.0,2024-03-06 23:14:30+00:00,"873–899 Tower Rd, Halifax, B3H 2Y1",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/one-bedroom-available-in-2-bedroom-space-read-description/1687491827,Owner,0.0,1 Year,Limited,2024-03-11 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
517,Private Room for Rent ,8500.0,2024-03-06 22:53:45+00:00,"1606 Edward St, Halifax, NS B3H 3J1",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent/1687490081,Private seller,0.0,1 Year,Limited,2024-03-21 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,"New Apartment, WEST END  #302 6433 Young Street - Halifax",21000.0,2024-03-06 22:17:06+00:00,"6433 Young Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-apartment-west-end-302-6433-young-street-halifax/1687487289,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00.000000000,790.0,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False
519,"Large Two-Bedroom Plus Den at Litchfield for May 1st, 2024!",24000.0,2024-03-06 21:42:00+00:00,"137 Solutions Drive, Halifax, NS, B3S 0G5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-two-bedroom-plus-den-at-litchfield-for-may-1st-2024/1687482057,Professional,1.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True
520,"Two Bedroom Available at 150 Solutions Drive April 1st, 2024!",20250.0,2024-03-06 21:24:00+00:00,"150 Solutions Drive, Halifax, NS, B3S 0E5",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-available-at-150-solutions-drive-april-1st-2024/1687482075,Professional,1.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True
521,1 bedroom in a 5 bedroom apartment.,9300.0,2024-03-06 20:55:04+00:00,"Seymour Street, Halifax, NS",Apartment,1.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-a-5-bedroom-apartment/1687479630,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00.000000000,1200.0,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False
522,"Class ""A"" Office Space with the Best Harbour Views in the City",10000.0,2024-03-06 20:48:00+00:00,"99 Wyse Road, Dartmouth, NS, B3A 4S5",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/class-a-office-space-with-the-best-harbour-views-in-the-city/1687476316,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,"Downtown Halifax Retreat: 2 Bed, 1 Bath Apartment with Balcony!",23500.0,2024-03-06 20:36:00+00:00,"1619 Market Street, Halifax, NS, B3J 1K8",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-retreat:-2-bed-1-bath-apartment-with-balcony/1687475369,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,913.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
524,"23-097 Furnished Condo, Flexible Lease,Downtown Halifax!",39000.0,2024-03-06 20:02:01+00:00,"South Park Street, Halifax, NS, B3J 0B0",Apartment,2.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/23-097-furnished-condo-flexible-lease-downtown-halifax/1676386682,Professional,0.0,1 Year,Limited,2024-04-25 19:12:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,Sublet Room from May  - August,10000.0,2024-03-06 19:06:41+00:00,"Henry St, Halifax, NS B3H 3J6, Canada",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/sublet-room-from-may-august/1687469053,Private seller,0.0,1 Year,Limited,2024-04-20 14:24:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,Furnished 2 bedroom apartment available for summer,17900.0,2024-03-06 18:07:21+00:00,"Halifax, NS B3H 1B9",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-2-bedroom-apartment-available-for-summer/1687463416,Owner,0.0,1 Year,Limited,2024-04-15 09:36:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,April 1st Roomate wanted for 6 months North end Halifax $1500,10000.0,2024-03-06 18:05:00+00:00,"5550 Bilby St, Halifax, NS B3K 0J3",Apartment,2.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/april-1st-roomate-wanted-for-6-months-north-end-halifax-1500/1687463187,Owner,0.0,1 Year,Limited,2024-04-10 04:48:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,"Beautiful Apartment at 5684 West Street, Halifax, NS, Canada",20500.0,2024-03-06 17:27:54+00:00,"Halifax, NS B3K 1H7",Condo,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-apartment-at-5684-west-street-halifax-ns-canada/1687459793,Owner,0.0,1 Year,Limited,2024-04-05 00:00:00.000000000,560.0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
529,Ocean view new condo with 2 bedrooms + two bathrooms  for rent.,27500.0,2024-03-06 16:26:06+00:00,"1048 Wellington Street, Halifax, NS",Condo,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-view-new-condo-with-2-bedrooms-two-bathrooms-for-rent/1687453978,Owner,1.0,1 Year,Limited,2024-06-13 00:00:00.000000000,700.0,False,True,outdoors only,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
530,1 bedroom for rent May 1st - Sept 1st,9000.0,2024-03-06 15:25:58+00:00,"6211 Shirley St, Halifax, NS B3H 2N3",Apartment,1.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-bedroom-for-rent-may-1st-sept-1st/1687447999,Owner,0.0,1 Year,Limited,2024-06-02 06:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531,Room for rent ,8500.0,2024-03-06 15:12:52+00:00,"Westerwald St, Halifax, NS B3N 2R7",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1678582792,Private seller,0.0,1 Year,Limited,2024-05-22 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
532,1 bedroom and bathroom May-September for rent,6500.0,2024-03-06 15:10:23+00:00,"Jubilee Rd, Halifax, NS B3H 2G5",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-and-bathroom-may-september-for-rent/1687446347,Private seller,0.0,1 Year,Limited,2024-05-11 18:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,2 bedroom. Avail. May 1st. $2275/month (Utils incld),10000.0,2024-03-06 15:04:05+00:00,"Auburn Ave, Halifax, B3K 1R4",House,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-avail-may-1st-2275-month-utils-incld/1687445748,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,1200.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,Spacious Two Bedroom Plus Den at Yorkdale,23000.0,2024-03-06 14:34:18+00:00,"150 Solutions Drive, Halifax, NS, B3S 0E5",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-two-bedroom-plus-den-at-yorkdale/1673914917,Professional,1.0,1 Year,Limited,2024-05-04 10:40:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True
535,1 Bedroom for Rent - 5 mins from Dal,12500.0,2024-03-06 14:33:10+00:00,"6517 Coburg Rd, Halifax, NS B3H 2A6",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-for-rent-5-mins-from-dal/1687442212,Private seller,0.0,1 Year,Limited,2024-05-07 21:20:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,Room for rent ,10000.0,2024-03-06 14:10:57+00:00,"235 Willett St, Halifax, NS B3M 3M9",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1687439547,Private seller,0.0,1 Year,Limited,2024-05-11 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,"Hospital/DT/DAL Parking! Paved, Numbered and Plowed. Robie St",1500.0,2024-03-06 12:50:31+00:00,"Cedar Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-storage-parking/city-of-halifax/hospital-dt-dal-parking-paved-numbered-and-plowed-robie-st/1687433998,Owner,0.0,1 Year,Limited,2024-05-14 18:40:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
538,Private Room for rent 1050.00 (female only),10500.0,2024-03-06 12:33:34+00:00,"604 Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-1050-00-female-only/1687433336,Private seller,0.0,1 Year,Limited,2024-05-18 05:20:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,"Private Room for rent $800.00 per month, June 1st (female only)",8000.0,2024-03-06 12:24:17+00:00,"604 Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-800-00-per-month-june-1st-female-only/1687432984,Private seller,0.0,1 Year,Limited,2024-05-21 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540,"Private Room for rent, $860.00 per month. May 1st female only re",8600.0,2024-03-06 12:16:10+00:00,"604 Francklyn St, Halifax, NS B3H 3B4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-860-00-per-month-may-1st-female-only-re/1687432722,Private seller,0.0,1 Year,Limited,2024-05-25 02:40:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
