title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
1 Bedroom 1 Bathroom Apartment Available,1800.,2024-03-19T12:13:51.000Z,"Chambers Court, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-apartment-available/1688636986,Kijiji User,Owner,0,Month-to-month,Yes,"April 1, 2024",800,No,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
2014 Chevrolet Silverado 1500 1LT,17000.,2024-03-21T03:17:20.000Z,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/137-145-and-149-walker-avenue-1-3-bedroom-apartments-available/1678020120,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Apartment for rent,1275.,2024-03-18T23:44:57.000Z,"Halifax, NS B3J",House,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent/1688609996,Kijiji User,Owner,2,1 Year,Yes,"April 15, 2024","1,032",Yes,Yes,Outdoors only,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No
Townhouse ,3200.,2024-03-18T23:41:19.000Z,"NS-102, Halifax, NS, B3K 4R2",Townhouse,4,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/townhouse/1688609726,Kijiji User,Owner,2,1 Year,Limited,"June 1, 2024","2,000",No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
One bedroom available May 1st move in call 902 497 0325,1600.,2024-03-18T19:45:56.000Z,"5760 Inglis Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-available-may-1st-move-in-call-902-497-0325/1688588222,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",750,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1Bed + Den,1450.,2024-03-18T19:26:49.000Z,"Middle Sackville, NS B4E 3A7",Basement,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1bed-den/1688586185,Kijiji User,Owner,3+,Month-to-month,Limited,"April 15, 2024",100,Yes,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
One bedroom,900.,2024-03-18T19:25:05.000Z,"Regency Park Dr, Halifax, NS B3S",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom/1688585991,Kijiji User,Owner,1,Month-to-month,No,"April 7, 2024",2,No,No,No,,,,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
New Modern Building Opening May 1st - Halifax!,,2024-03-18T18:55:01.000Z,"6450 Bayers Road, Halifax, NS, B3L 0C7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-modern-building-opening-may-1st-halifax/1688002304,Kijiji User,Professional,0,1 Year,Yes,"May 1, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
Modern Building Larry Uteck - 2 Bedroom - March 1st!,2325.,2024-03-18T18:55:01.000Z,"420 Larry Uteck Boulevard, Halifax, NS, B3M 0G5",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/modern-building-larry-uteck-2-bedroom-march-1st/1685311738,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
3 Bedroom House on Sherwood close to Mumford,3200.,2024-03-18T18:47:02.000Z,"Halifax, NS B3L 3G8",House,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-on-sherwood-close-to-mumford/1688581962,Kijiji User,Owner,0,1 Year,No,"April 1, 2024",1,Yes,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2 large 1 Bedroom Apartments Fairview ,1675.,2024-03-18T16:20:27.000Z,"37 Main Ave, Halifax, NS B3M 1A2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-large-1-bedroom-apartments-fairview/1688565640,Kijiji User,Owner,0,1 Year,No,"March 18, 2024",775,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Fantastic 2 bedroom North end Halifax, July 15th- $2295.00",2295.,2024-03-18T15:48:01.000Z,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-2-bedroom-north-end-halifax-july-15th-2295-00/1688558196,Kijiji User,Professional,0,1 Year,No,"July 15, 2024",Not Available,No,No,No,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
CHARMING 1 BED 1 BATH BASEMENT UNIT AVAILABLE NOW!,1450.,2024-03-18T15:15:07.000Z,"3248 Veith Street, Halifax, NS, B3K 3H1",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-1-bed-1-bath-basement-unit-available-now/1684499528,Kijiji User,Professional,1,1 Year,Limited,"February 15, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
Beautiful 3 Bedrooms Townhouse overlooking the water in Halifax,2250.,2024-03-18T15:01:20.000Z,"Bedford Highway, Halifax, NS B3M 2J2",Townhouse,3,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedrooms-townhouse-overlooking-the-water-in-halifax/1688556798,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024","2,500",No,No,Outdoors only,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
One Bedroom - Southend Halifax Near Dalhousie,2350.,2024-03-18T00:42:15.000Z,"Henry Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-southend-halifax-near-dalhousie/1688521205,Kijiji User,Owner,1,1 Year,No,"May 1, 2024",600,No,Yes,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
"Harbour View Apartments - 1 Bdrm - 2334 Longard Plaza, 2309, 231",1975.,2024-03-18T00:08:41.000Z,"2334 Longard Plaza, Halifax, NS, B3K 5K6",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/harbour-view-apartments-1-bdrm-2334-longard-plaza-2309-231/1680546345,Kijiji User,Professional,0,1 Year,Yes,,667,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
Looking for accommodations,,2024-03-17T23:53:39.000Z,"North St, Halifax, NS, B3M 2B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-accommodations/1688517717,Kijiji User,Owner,0,1 Year,Yes,"March 31, 2024",700,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Waterview ! 2 Bed 1.5 Bath Avail June 1st - Granbury Place,2500.,2024-03-17T22:40:13.000Z,"45 Vimy Avenue, Halifax, NS",Condo,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/waterview-2-bed-1-5-bath-avail-june-1st-granbury-place/1688511637,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",914,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes
Newly renovated 2-bedroom units in Halifax West,2300.,2024-03-17T19:30:34.000Z,"Main Avenue, Halifax, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-units-in-halifax-west/1685492162,Kijiji User,Owner,1,1 Year,No,"March 1, 2024",900,No,Yes,No,,,,,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
GREAT 3 BEDROOM HOME TIMBERLEA,2100.,2024-03-17T16:26:30.000Z,"266 Charles Road, Timberlea, NS",Townhouse,3 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/great-3-bedroom-home-timberlea/1688471038,Kijiji User,Owner,2,1 Year,Limited,"April 30, 2024","1,424",No,Yes,Outdoors only,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
NOW SHOWING - Beautiful 2 Bedroom + Den **Farview**,2200.,2024-03-25T17:15:31.000Z,"Adelaide Avenue, Halifax, NS",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/now-showing-beautiful-2-bedroom-den-farview/1687002562,Kijiji User,Owner,1,1 Year,No,"March 1, 2024","1,000",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
LOVELY 1 BEDROOM AVAILABLE IN CLAYTON PARK,1839.,2024-03-26T21:01:55.000Z,"85 Westgrove, 241 Willett Street, 235 Willett Street, Halifax, NS, B3M 3L7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-1-bedroom-available-in-clayton-park/1688104514,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
FABULOUS 1 BEDROOM - DOWNTOWN HALIFAX,,2024-03-26T21:01:49.000Z,"1015 Barrington Street, Halifax, NS, B3H 4R4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fabulous-1-bedroom-downtown-halifax/1667845560,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No
LUXURY 1 BED + DEN IN BEDFORD,,2024-03-26T01:52:54.000Z,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-1-bed-den-in-bedford/1646233967,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
LARGE 2 BEDROOM AVAILABLE,,2024-03-26T01:52:35.000Z,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-available/1688104521,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
Looking for 1-2 bedroom apartment,,2024-03-17T12:10:02.000Z,"6299 South St, Halifax, NS B3H 4J1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-1-2-bedroom-apartment/1683060402,Kijiji User,Owner,1,1 Year,No,"August 1, 2024",500,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South End Home for rent,4000.,2024-03-16T23:35:49.000Z,"McLean Street, Halifax, NS",House,4,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-home-for-rent/1688421114,Kijiji User,Owner,2,1 Year,Limited,"May 1, 2024","2,600",No,No,Outdoors only,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2 BHK 1 bathroom apartment ,2350.,2024-03-16T23:03:01.000Z,"131 Farnham Gate Rd, Halifax, NS B3M 4A4",Condo,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bhk-1-bathroom-apartment/1688418487,Kijiji User,Owner,1,1 Year,Yes,"May 1, 2024","1,000",No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bed 1 Bath Apartment,2200.,2024-03-16T22:51:21.000Z,"Halifax, NS B3R 1W4",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-1-bath-apartment/1688417572,Kijiji User,Owner,0,1 Year,Yes,"April 6, 2024",650,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Charming 3bedroom single house in South end of Halifax,3000.,2024-03-16T16:57:13.000Z,"Halifax, NS B3H 2S9",House,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-3bedroom-single-house-in-south-end-of-halifax/1688381999,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024","1,800",No,No,Outdoors only,,,,,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
Seeking Place to Call Home ,800.,2024-03-16T16:00:26.000Z,"Halifax, NS B3M 3W8",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seeking-place-to-call-home/1688375355,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024",100,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Bedroom with pvt kitchen and bath avbl april 1,1500.,2024-03-16T14:46:23.000Z,"8 Higgins Ave, Beechville, NS B3T 1A7",House,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bedroom-with-pvt-kitchen-and-bath-avbl-april-1/1688366439,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",650,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bed Room Executive ,1600.,2024-03-16T14:33:55.000Z,"38 Travertine Ct, Halifax, NS B3R 1X6",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-room-executive/1688365108,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024","1,050",Yes,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spacious 1 Bedroom Apartment For Rent May 1st,1975.,2024-03-15T22:55:09.000Z,"Gladstone Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-1-bedroom-apartment-for-rent-may-1st/1688323012,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",705,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
***Newly renovated 2 bedroom in Spryfield/Herring Cove area***,2250.,2024-03-15T19:58:12.000Z,"12 Parkmoor Ave, Halifax, NS B3R 1B4",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-in-spryfield-herring-cove-area/1688308503,Kijiji User,Owner,2,1 Year,No,"May 1, 2024","1,000",No,Yes,Outdoors only,,,,,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
18-087 You'll love the 140’ ocean frontage view of Herring Cove.,2800.,2024-03-15T18:42:00.000Z,"John Brackett Drive, Herring Cove, NS, B3V 1G8",House,3 + Den,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298325,Kijiji User,Professional,2,1 Year,Limited,"June 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Two bedroom unit with deck- heat/hot water included,2400.,2024-03-15T13:26:04.000Z,"Young Ave, Halifax, NS B3H 2V3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-unit-with-deck-heat-hot-water-included/1688271343,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024",550,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
One Bedroom apt for rent ,1350.,2024-03-15T01:25:16.000Z,"2709 Agricola St, Halifax, NS B3K 4C7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apt-for-rent/1688249013,Kijiji User,Owner,0,1 Year,No,"April 1, 2024",500,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
(Rented )CHARMING HOUSE IN ARMDALE,2600.,2024-03-15T01:05:23.000Z,"713 St Margarets Bay Rd, Halifax, NS",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rented-charming-house-in-armdale/1688247867,Kijiji User,Owner,2,1 Year,Yes,"April 1, 2024",950,No,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Palace Royale - 2 Bedroom Apartment for Rent,2450.,2024-03-15T00:08:39.000Z,"333 Main Avenue, Halifax, NS, B3S 0B6",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/palace-royale-2-bedroom-apartment-for-rent/1685270286,Kijiji User,Professional,0,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
Modern 2 Bedroom 1.5 Bath Close To Universities & Hospitals!,2395.,2024-03-14T20:03:55.000Z,"Lucknow Street, Halifax, NS",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/modern-2-bedroom-1-5-bath-close-to-universities-hospitals/1688224915,Kijiji User,Professional,0,1 Year,Yes,"May 1, 2024","1,000",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Beautiful 3 Bedroom Townhome,2500.,2024-03-14T11:42:56.000Z,"Tarragon Lane, Halifax, NS",Townhouse,3,4,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedroom-townhome/1688181460,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024","2,199",No,No,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Quiet Contemporary Downtown 2BDR apartment – Available May 1st.,2100.,2024-03-13T19:18:08.000Z,"Halifax, NS B3K 3R8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/quiet-contemporary-downtown-2bdr-apartment-available-may-1st/1688129846,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",750,No,No,No,,,,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Sublet: 1 Bedroom 1 Bathroom (May 1st - August 31),1900.,2024-03-13T18:45:48.000Z,"Seymour Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublet:-1-bedroom-1-bathroom-may-1st-august-31/1688128058,Kijiji User,Owner,1,Month-to-month,No,"May 1, 2024",521,Yes,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
NEWLY RENOVATED APARTMENT IN FAIRVIEW- 49 MELROSE AVENUE,1750.,2024-03-13T14:02:23.000Z,"49-57 Melrose Avenue, Halifax, NS, B3N 2E5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-apartment-in-fairview-49-melrose-avenue/1674610741,Kijiji User,Professional,0,1 Year,No,"March 15, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
Two rooms for rent in 2 bedroom appartment,1250.,2024-03-13T02:18:38.000Z,"Barkton Ln, Halifax, NS B3M",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-rooms-for-rent-in-2-bedroom-appartment/1688062441,Kijiji User,Professional,0,Month-to-month,Yes,"April 1, 2024","1,200",No,Yes,Outdoors only,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
19 Twenty Apartments - Bachelor available at 1920 Brunswick Stre,2030.,2024-03-13T00:07:59.000Z,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-bachelor-available-at-1920-brunswick-stre/1682383289,Kijiji User,Professional,0,1 Year,Yes,"April 1, 2024",507,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Two-bedroom close to Halifax Shopping Centre and Quinpool,2100.,2024-03-12T20:22:36.000Z,"Churchill Drive, Halifax, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-close-to-halifax-shopping-centre-and-quinpool/1688032348,Kijiji User,Owner,1,1 Year,Yes,"April 1, 2024",850,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Space in 2 BHK,450.,2024-03-12T18:58:42.000Z,"235 Willett St, Halifax, NS B3M 3M9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/space-in-2-bhk/1688023820,Kijiji User,Owner,0,Month-to-month,No,"April 1, 2024","1,300",No,No,Yes,,,,,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No
Nice fully furnished and renovated basement,1650.,2024-03-12T18:49:42.000Z,"Lakeside, NS B3T 1M4",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/nice-fully-furnished-and-renovated-basement/1688022923,Kijiji User,Owner,1,1 Year,No,"March 30, 2024",500,Yes,No,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No
South End Bachelor apartment,1350.,2024-03-12T18:31:33.000Z,"5681 Rhuland St, Halifax, NS B3H 4J6",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-bachelor-apartment/1688021157,Kijiji User,Owner,0,1 Year,No,"March 15, 2024",420,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No
One bedroom lease take over,1860.,2024-03-12T16:23:18.000Z,"5651 Ogilvie Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-lease-take-over/1688009240,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024",500,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
Furnished 1 Bedroom For Rental with Queen Bed,850.,2024-03-12T02:40:55.000Z,"Beech Street, Halifax, NS",House,5+,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/furnished-1-bedroom-for-rental-with-queen-bed/1687970781,Kijiji User,Owner,0,Month-to-month,Limited,"May 1, 2024","2,400",Yes,No,Outdoors only,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
1 bedroom townhouse springhill nova scotia,1300.,2024-03-12T01:11:40.000Z,"Upper Sackville, NS B4E 3C7",Townhouse,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-townhouse-springhill-nova-scotia/1687964832,Kijiji User,Owner,1,1 Year,No,"March 15, 2024",700,No,No,No,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
LOOKING FOR TWOSummer Sublets(May-August)Halifax:990$/month/room,990.,2024-03-11T21:04:57.000Z,"Halifax, NS B3H 3X2",House,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-twosummer-sublets-may-august-halifax:990-month-room/1687943933,Kijiji User,Owner,1,Month-to-month,No,"May 1, 2024","3,500",No,No,Outdoors only,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2 bed / 2 bath Penthouse on 33rd Floor - Best views in the city!,3100.,2024-03-11T19:00:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-penthouse-on-33rd-floor-best-views-in-the-city/1687925704,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1 Bedrooms @ The Aya,2195.,2024-03-11T18:30:00.000Z,"5623 Fenwick Street, Halifax, NS, B3H 1R1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedrooms-the-aya/1687925690,Kijiji User,Professional,0,1 Year,Limited,"March 1, 2022",Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
Amazing Panoramic City View,2450.,2024-03-11T18:24:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-panoramic-city-view/1687925706,Kijiji User,Professional,0,1 Year,Limited,"January 1, 2022",Not Available,No,No,No,,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
One Bedroom Apartment - Clayton Park -April,1425.,2024-03-11T16:22:27.000Z,"Halifax, NS B3M 4L5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apartment-clayton-park-april/1682327799,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",800,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
Clayton Park - Two plus Den -,2095.,2024-03-11T15:55:48.000Z,"Caxton Close, Halifax, NS",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/clayton-park-two-plus-den/1678829621,Kijiji User,Owner,1,1 Year,No,"April 1, 2024","1,050",No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
Sublet May-Sept 4 bdrm on South St,800.,2024-03-11T15:25:12.000Z,"South St, Halifax, NS B3H 1S9",House,4,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublet-may-sept-4-bdrm-on-south-st/1681954461,Kijiji User,Owner,1,Month-to-month,Limited,"May 1, 2024","1,200",Yes,No,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
2Br Condo in Bedford - 2000.00,2000.,2024-03-11T02:40:54.000Z,"Willett St, Halifax, NS, B3M3C8",Condo,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2br-condo-in-bedford-2000-00/1687876671,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",850,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
