,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space,postal_code,rate_per_sqft,location,lat,long,region
345,Studio Apartment For Rent,1495.0,2024-03-19 13:16:41+00:00,"Halifax, NS B3H 2W8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/studio-apartment-for-rent/1688641735,Owner,1.0,Month-to-month,No,2024-04-01 00:00:00+00:00,100.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,B3H 2W8,14.95,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,South End Halifax
348,1 Bedroom 1 Bathroom Apartment Available,1800.0,2024-03-19 12:13:51+00:00,"Chambers Court, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-apartment-available/1688636986,Owner,0.0,Month-to-month,Yes,2024-04-01 00:00:00+00:00,800.0,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,,2.25,"Chambers Court, Chambers Hill Estates, Green Acres, Spryfield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3R 0C6, Canada",44.5919746,-63.5987624,Unknown
352,One bedroom available May 1st move in call 902 497 0325,1600.0,2024-03-18 19:45:56+00:00,"5760 Inglis Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-available-may-1st-move-in-call-902-497-0325/1688588222,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,750.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,2.13,"5760, Inglis Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1K6, Canada",44.6337041,-63.57745182355281,South End Halifax
354,One bedroom,900.0,2024-03-18 19:25:05+00:00,"Regency Park Dr, Halifax, NS B3S",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom/1688585991,Owner,1.0,Month-to-month,No,2024-04-07 00:00:00+00:00,2.0,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,,450.0,,,,Unknown
355,New Modern Building Opening May 1st - Halifax!,1995.0,2024-03-18 18:55:01+00:00,"6450 Bayers Road, Halifax, NS, B3L 0C7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-modern-building-opening-may-1st-halifax/1688002304,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,B3L 0C7,3.99,,,,West End of Halifax
356,Modern Building Larry Uteck - 2 Bedroom - March 1st!,2325.0,2024-03-18 18:55:01+00:00,"420 Larry Uteck Boulevard, Halifax, NS, B3M 0G5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/modern-building-larry-uteck-2-bedroom-march-1st/1685311738,Professional,1.0,1 Year,Limited,2024-03-18 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,B3M 0G5,4.65,"Rockwood Estates, 420, Larry Uteck Boulevard, Prince Edward Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 0G5, Canada",44.70131215,-63.67521445871466,Larry Uteck
358,2 large 1 Bedroom Apartments Fairview ,1675.0,2024-03-18 16:20:27+00:00,"37 Main Ave, Halifax, NS B3M 1A2",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-large-1-bedroom-apartments-fairview/1688565640,Owner,0.0,1 Year,No,2024-03-18 00:00:00+00:00,775.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3M 1A2,2.16,"Jacob's Manor, 37, Main Avenue, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 1A2, Canada",44.661109749999994,-63.631491858560395,Larry Uteck
359,"Fantastic 2 bedroom North end Halifax, July 15th- $2295.00",2295.0,2024-03-18 15:48:01+00:00,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-2-bedroom-north-end-halifax-july-15th-2295-00/1688558196,Professional,0.0,1 Year,No,2024-07-15 00:00:00+00:00,500.0,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,B3K 1K1,4.59,"5511, Charles Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1K2, Canada",44.65642465,-63.59019350435814,Downtown Halifax
362,One Bedroom - Southend Halifax Near Dalhousie,2350.0,2024-03-18 00:42:15+00:00,"Henry Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-southend-halifax-near-dalhousie/1688521205,Owner,1.0,1 Year,No,2024-05-01 00:00:00+00:00,600.0,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,,3.92,"Henry Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 3K3, Canada",44.6418226,-63.5900037,Unknown
363,"Harbour View Apartments - 1 Bdrm - 2334 Longard Plaza, 2309, 231",1975.0,2024-03-18 00:08:41+00:00,"2334 Longard Plaza, Halifax, NS, B3K 5K6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/harbour-view-apartments-1-bdrm-2334-longard-plaza-2309-231/1680546345,Professional,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,667.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,B3K 5K6,2.96,"2334, Longard Plaza, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 5K6, Canada",44.6553915,-63.584646,Downtown Halifax
364,Looking for accommodations,1995.0,2024-03-17 23:53:39+00:00,"North St, Halifax, NS, B3M 2B3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-accommodations/1688517717,Owner,0.0,1 Year,Yes,2024-03-31 00:00:00+00:00,700.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3M 2B3,2.85,"North Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1L2, Canada",44.6485265,-63.6032946,Larry Uteck
366,Newly renovated 2-bedroom units in Halifax West,2300.0,2024-03-17 19:30:34+00:00,"Main Avenue, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-units-in-halifax-west/1685492162,Owner,1.0,1 Year,No,2024-03-01 00:00:00+00:00,900.0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,,2.56,"Main Avenue, Fairview Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 1B9, Canada",44.65269,-63.6498382,Fairview Halifax
374,Looking for 1-2 bedroom apartment,1995.0,2024-03-17 12:10:02+00:00,"6299 South St, Halifax, NS B3H 4J1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-1-2-bedroom-apartment/1683060402,Owner,1.0,1 Year,No,2024-08-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3H 4J1,3.99,"Dalhousie Registrar's Office, 6299, South Street, Marlborough Woods, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 3W5, Canada",44.6361402,-63.593144,South End Halifax
377,2 Bed 1 Bath Apartment,2200.0,2024-03-16 22:51:21+00:00,"Halifax, NS B3R 1W4",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-1-bath-apartment/1688417572,Owner,0.0,1 Year,Yes,2024-04-06 00:00:00+00:00,650.0,False,True,outdoors only,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,B3R 1W4,3.38,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Spryfield Halifax
379,Seeking Place to Call Home ,800.0,2024-03-16 16:00:26+00:00,"Halifax, NS B3M 3W8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seeking-place-to-call-home/1688375355,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,100.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3M 3W8,8.0,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Larry Uteck
382,Spacious 1 Bedroom Apartment For Rent May 1st,1975.0,2024-03-15 22:55:09+00:00,"Gladstone Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-1-bedroom-apartment-for-rent-may-1st/1688323012,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,705.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,,2.8,"Gladstone Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 4W3, Canada",44.6536848,-63.5983723,Unknown
385,Two bedroom unit with deck- heat/hot water included,2400.0,2024-03-15 13:26:04+00:00,"Young Ave, Halifax, NS B3H 2V3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-unit-with-deck-heat-hot-water-included/1688271343,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,550.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,B3H 2V3,4.36,"Young Avenue, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2V6, Canada",44.6279422,-63.5724128,South End Halifax
386,One Bedroom apt for rent ,1350.0,2024-03-15 01:25:16+00:00,"2709 Agricola St, Halifax, NS B3K 4C7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apt-for-rent/1688249013,Owner,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3K 4C7,2.7,"Agricola Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 4C4, Canada",44.6549823,-63.5930184,Downtown Halifax
388,Palace Royale - 2 Bedroom Apartment for Rent,2450.0,2024-03-15 00:08:39+00:00,"333 Main Avenue, Halifax, NS, B3S 0B6",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/palace-royale-2-bedroom-apartment-for-rent/1685270286,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,B3S 0B6,4.9,,,,Clayton Park
389,Modern 2 Bedroom 1.5 Bath Close To Universities & Hospitals!,2395.0,2024-03-14 20:03:55+00:00,"Lucknow Street, Halifax, NS",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/modern-2-bedroom-1-5-bath-close-to-universities-hospitals/1688224915,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,1000.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,,2.4,"Lucknow Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2T5, Canada",44.6361612,-63.5751772,South End Halifax
391,Quiet Contemporary Downtown 2BDR apartment – Available May 1st.,2100.0,2024-03-13 19:18:08+00:00,"Halifax, NS B3K 3R8",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/quiet-contemporary-downtown-2bdr-apartment-available-may-1st/1688129846,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,750.0,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,B3K 3R8,2.8,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,North End Halifax
392,Sublet: 1 Bedroom 1 Bathroom (May 1st - August 31),1900.0,2024-03-13 18:45:48+00:00,"Seymour Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublet:-1-bedroom-1-bathroom-may-1st-august-31/1688128058,Owner,1.0,Month-to-month,No,2024-05-01 00:00:00+00:00,521.0,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,,3.65,"Seymour Street, Marlborough Woods, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 3M6, Canada",44.6381223,-63.5892677,Unknown
393,NEWLY RENOVATED APARTMENT IN FAIRVIEW- 49 MELROSE AVENUE,1750.0,2024-03-13 14:02:23+00:00,"49-57 Melrose Avenue, Halifax, NS, B3N 2E5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-apartment-in-fairview-49-melrose-avenue/1674610741,Professional,0.0,1 Year,No,2024-03-15 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,B3N 2E5,3.5,,,,Fairview Halifax
394,Two rooms for rent in 2 bedroom appartment,1250.0,2024-03-13 02:18:38+00:00,"Barkton Ln, Halifax, NS B3M",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-rooms-for-rent-in-2-bedroom-appartment/1688062441,Professional,0.0,Month-to-month,Yes,2024-04-01 00:00:00+00:00,1200.0,False,True,outdoors only,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,,1.04,,,,Unknown
395,19 Twenty Apartments - Bachelor available at 1920 Brunswick Stre,2030.0,2024-03-13 00:07:59+00:00,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-bachelor-available-at-1920-brunswick-stre/1682383289,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,507.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,B3J 0C5,4.0,,,,Downtown Halifax
396,Two-bedroom close to Halifax Shopping Centre and Quinpool,2100.0,2024-03-12 20:22:36+00:00,"Churchill Drive, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-close-to-halifax-shopping-centre-and-quinpool/1688032348,Owner,1.0,1 Year,Yes,2024-04-01 00:00:00+00:00,850.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,,2.47,"Churchill Drive, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 3H5, Canada",44.6426386,-63.6153178,Unknown
397,Space in 2 BHK,450.0,2024-03-12 18:58:42+00:00,"235 Willett St, Halifax, NS B3M 3M9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/space-in-2-bhk/1688023820,Owner,0.0,Month-to-month,No,2024-04-01 00:00:00+00:00,1300.0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,B3M 3M9,0.35,"235, Willett Street, Sheffield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 3M1, Canada",44.6579584,-63.65291026996503,Larry Uteck
399,South End Bachelor apartment,1350.0,2024-03-12 18:31:33+00:00,"5681 Rhuland St, Halifax, NS B3H 4J6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-bachelor-apartment/1688021157,Owner,0.0,1 Year,No,2024-03-15 00:00:00+00:00,420.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,B3H 4J6,3.21,,,,South End Halifax
400,One bedroom lease take over,1860.0,2024-03-12 16:23:18+00:00,"5651 Ogilvie Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-lease-take-over/1688009240,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,500.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,,3.72,"Ogilvie on the Park, 5651, Ogilvie Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1B9, Canada",44.6289805,-63.57143265303551,South End Halifax
404,2 bed / 2 bath Penthouse on 33rd Floor - Best views in the city!,3100.0,2024-03-11 19:00:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-penthouse-on-33rd-floor-best-views-in-the-city/1687925704,Professional,0.0,1 Year,Limited,2022-03-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,B3H 1R1,6.2,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
405,1 Bedrooms @ The Aya,2195.0,2024-03-11 18:30:00+00:00,"5623 Fenwick Street, Halifax, NS, B3H 1R1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedrooms-the-aya/1687925690,Professional,0.0,1 Year,Limited,2022-03-01 00:00:00+00:00,500.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,B3H 1R1,4.39,"5623, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6376565,-63.5752872,South End Halifax
406,Amazing Panoramic City View,2450.0,2024-03-11 18:24:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-panoramic-city-view/1687925706,Professional,0.0,1 Year,Limited,2022-01-01 00:00:00+00:00,500.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,B3H 1R1,4.9,"5633, Fenwick Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1P8, Canada",44.6380516,-63.5755447,South End Halifax
407,One Bedroom Apartment - Clayton Park -April,1425.0,2024-03-11 16:22:27+00:00,"Halifax, NS B3M 4L5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apartment-clayton-park-april/1682327799,Owner,1.0,1 Year,No,2024-04-01 00:00:00+00:00,800.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,B3M 4L5,1.78,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Larry Uteck
408,Clayton Park - Two plus Den -,2095.0,2024-03-11 15:55:48+00:00,"Caxton Close, Halifax, NS",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/clayton-park-two-plus-den/1678829621,Owner,1.0,1 Year,No,2024-04-01 00:00:00+00:00,1050.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,,2.0,"Caxton Close, Sheffield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 4J7, Canada",44.6618076,-63.659446,Unknown
